text,label
"Feature Selection Methods for Cost-Constrained Classification in Random
  Forests",stat
Polar Coded Repetition for Low-Capacity Channels,cs
"A hybrid landmark Aalen-Johansen estimator for transition probabilities
  in partially non-Markov multi-state models",stat
Efficient Detection Of Infected Individuals using Two Stage Testing,stat
Reducing asynchrony to synchronized rounds,cs
The Hierarchy of Block Models,stat
On the Expressivity and Applicability of Model Representation Formalisms,cs
Generating Titles for Web Tables,cs
"Clustering with Fast, Automated and Reproducible assessment applied to
  longitudinal neural tracking",stat
Tracking change-points in multivariate extremes,stat
Bayesian Approaches to Distribution Regression,stat
Quantitative Evaluations on Saliency Methods: An Experimental Study,cs
"Detection of small changes in medical and random-dot images comparing
  self-organizing map performance to human detection",cs
"Differential Flatness as a Sufficient Condition to Generate Optimal
  Trajectories in Real Time",cs
"Accurate and Reliable Forecasting using Stochastic Differential
  Equations",cs
"Spatial Resolution Enhancement of Oversampled Images Using Regression
  Decomposition and Synthesis",stat
Quality Inference in Federated Learning with Secure Aggregation,cs
"Tutorial on logistic-regression calibration and fusion: Converting a
  score to a likelihood ratio",stat
Local Policy Optimization for Trajectory-Centric Reinforcement Learning,cs
"Service Placement with Provable Guarantees in Heterogeneous Edge
  Computing Systems",cs
"Vehicle to Vehicle (V2V) Communication Protocol: Components, Benefits,
  Challenges, Safety and Machine Learning Applications",cs
"Parameter Estimation in a Noisy 1D Environment via Two Absorbing
  Receivers",cs
Evaluating Sequence-to-Sequence Models for Handwritten Text Recognition,cs
"On the dimensional indeterminacy of one-wave factor analysis under
  causal effects",stat
Parallel Clique Counting and Peeling Algorithms,cs
Deep Interpretable Models of Theory of Mind For Human-Agent Teaming,cs
"DOPE: D-Optimal Pooling Experimental design with application for
  SARS-CoV-2 screening",stat
"An Effectiveness Metric for Ordinal Classification: Formal Properties
  and Experimental Results",cs
"Tensor Graphical Model: Non-convex Optimization and Statistical
  Inference",stat
Very Deep Self-Attention Networks for End-to-End Speech Recognition,cs
"Estimating and Projecting Air Passenger Traffic during the COVID-19
  Coronavirus Outbreak and its Socio-Economic Impact",stat
CNNs on Surfaces using Rotation-Equivariant Features,cs
"Generalisation in fully-connected neural networks for time series
  forecasting",stat
"Towards Automatic Screening of Typical and Atypical Behaviors in
  Children With Autism",cs
Contrast Specific Propensity Scores,stat
Robust real-time monitoring of high-dimensional data streams,stat
Attribute-Guided Sketch Generation,cs
"A Convex Programming Solution Based Debiased Estimator for Quantile with
  Missing Response and High-dimensional Covariables",stat
"Ecological Semantics: Programming Environments for Situated Language
  Understanding",cs
"Gaussian process with derivative information for the analysis of the
  sunlight adverse effects on color of rock art paintings",stat
Online Graph Completion: Multivariate Signal Recovery in Computer Vision,cs
Hierarchical Gaussian Process Priors for Bayesian Neural Network Weights,stat
Please Mind the Root: Decoding Arborescences for Dependency Parsing,cs
DVFS as a Security Failure of TrustZone-enabled Heterogeneous SoC,cs
Grand Challenges for Embedded Security Research in a Connected World,cs
Robust Federated Learning with Noisy Labels,cs
"Reconfigurable Intelligent Surfaces Aided Multi-Cell NOMA Networks: A
  Stochastic Geometry Model",cs
"Extensive Error Analysis and a Learning-Based Evaluation of Medical
  Entity Recognition Systems to Approximate User Experience",cs
"Doubly Debiased Lasso: High-Dimensional Inference under Hidden
  Confounding",stat
Causal Bayesian Optimization,stat
"Efficient Angle-Domain Processing for FDD-based Cell-free Massive MIMO
  Systems",cs
Clustering of Big Data with Mixed Features,stat
Faster Spectral Sparsification in Dynamic Streams,cs
"Introducing a framework to assess newly created questions with Natural
  Language Processing",cs
"A different perspective of cross-world independence assumption and the
  utility of natural effects versus controlled effects",stat
"Impact of Traffic Conditions and Carpool Lane Availability on Peer to
  Peer Ridesharing Demand",cs
"Kullback-Leibler-Based Discrete Relative Risk Models for Integration of
  Published Prediction Models with New Dataset",stat
A generalised and fully Bayesian framework for ensemble updating,stat
"Bivariate Analysis of Birth Weight and Gestational Age Depending on
  Environmental Exposures: Bayesian Distributional Regression with Copulas",stat
"QCBA: Postoptimization of Quantitative Attributes in Classifiers based
  on Association Rules",stat
"Automatic Nonrigid Histological Image Registration with Adaptive
  Multistep Algorithm",cs
Bayesian Analysis of Static Light Scattering Data for Globular Proteins,stat
Bayesian Dynamic Modeling and Monitoring of Network Flows,stat
"DSXplore: Optimizing Convolutional Neural Networks via Sliding-Channel
  Convolutions",cs
"Unblind Your Apps: Predicting Natural-Language Labels for Mobile GUI
  Components by Deep Learning",cs
Interactive Narrative in Virtual Reality,cs
Integer-Valued Functional Data Analysis for Measles Forecasting,stat
No-Go Theorems for Distributive Laws,cs
"Pushing the Limit: A Hybrid Parallel Implementation of the
  Multi-resolution Approximation for Massive Data",stat
Bayesian Inference of Local Projections with Roughness Penalty Priors,stat
ICDAR2019 Competition on Scanned Receipt OCR and Information Extraction,cs
wav2vec: Unsupervised Pre-training for Speech Recognition,cs
"Descriptive and Predictive Analysis of Euroleague Basketball Games and
  the Wisdom of Basketball Crowds",stat
"Skewed probit regression -- Identifiability, contraction and
  reformulation",stat
"Group level MEG/EEG source imaging via optimal transport: minimum
  Wasserstein estimates",stat
Towards reliable projections of global mean surface temperature,stat
Guarantees for Tuning the Step Size using a Learning-to-Learn Approach,stat
Learning Latent Graph Dynamics for Deformable Object Manipulation,cs
Erratum: Fast and Simple Horizontal Coordinate Assignment,cs
"Coded Elastic Computing on Machines with Heterogeneous Storage and
  Computation Speed",cs
Doubly Stochastic Generative Arrivals Modeling,stat
"On Decidability of Existence of Nonblocking Supervisors Resilient to
  Smart Sensor Attacks",cs
"Sublinear-Time Language Recognition and Decision by One-Dimensional
  Cellular Automata",cs
A Survey of Deep Learning-based Object Detection,cs
Approximate Bayesian Computation with the Sliced-Wasserstein Distance,stat
"Approximation of the Cell Under Test in Sliding Window Detection
  Processes",stat
"Introducing Bayesian Analysis with $\text{m&m's}^\circledR$: an
  active-learning exercise for undergraduates",stat
"Interpretation of ResNet by Visualization of Preferred Stimulus in
  Receptive Fields",cs
Towards Robust Toxic Content Classification,cs
"Accelerating Convergence of Replica Exchange Stochastic Gradient MCMC
  via Variance Reduction",stat
"MapSDI: A Scaled-up Semantic Data Integration Framework for Knowledge
  Graph Creation",cs
"Health and Kinship Matter: Learning About Direct-To-Consumer Genetic
  Testing User Experiences via Online Discussions",cs
Parallel Tempering on Optimized Paths,stat
"Adaptive Teaching of Temporal Logic Formulas to Learners with
  Preferences",cs
"Concentration bounds for linear Monge mapping estimation and optimal
  transport domain adaptation",stat
Feedback Recurrent AutoEncoder,cs
"A Multiscale Graph Convolutional Network for Change Detection in
  Homogeneous and Heterogeneous Remote Sensing Images",cs
"A Probabilistic Bitwise Genetic Algorithm for B-Spline based Image
  Deformation Estimation",cs
TinaFace: Strong but Simple Baseline for Face Detection,cs
"Fusing the Old with the New: Learning Relative Camera Pose with
  Geometry-Guided Uncertainty",cs
Higher Performance Visual Tracking with Dual-Modal Localization,cs
Evaluating Perceived Usefulness and Ease of Use of CMMN and DCR,cs
"Rethinking Class Relations: Absolute-relative Supervised and
  Unsupervised Few-shot Learning",cs
Collaborative Filtering via High-Dimensional Regression,cs
"b-articulation points and b-bridges in strongly biconnected directed
  graphs",cs
Distributed SGD Generalizes Well Under Asynchrony,stat
"Learning pairwise Markov network structures using correlation
  neighborhoods",stat
"Graph Spectral Embedding for Parsimonious Transmission of Multivariate
  Time Series",stat
Effectiveness and Compliance to Social Distancing During COVID-19,stat
"Integrating omics and MRI data with kernel-based tests and CNNs to
  identify rare genetic markers for Alzheimer's disease",stat
Simultaneous Inference for Massive Data: Distributed Bootstrap,stat
"Understanding Neural Networks with Logarithm Determinant Entropy
  Estimator",cs
Robust estimation for small domains in business surveys,stat
Integrated Principal Components Analysis,stat
Generative Ratio Matching Networks,stat
"On the bias of H-scores for comparing biclusters, and how to correct it",stat
Survival Cluster Analysis,stat
A Computational Separation between Private Learning and Online Learning,cs
"Statistical Inference for Online Decision-Making: In a Contextual Bandit
  Setting",stat
"On the equivalence of authentication codes and robust (2,2)-threshold
  schemes",cs
Conceptualising Natural and Quasi Experiments in Public Health,stat
Reducing Parameter Space for Neural Network Training,stat
"A generalised OMP algorithm for feature selection with application to
  gene expression data",stat
"Challenges of Bridging the Gap between Mass People and Welfare
  Organizations in Bangladesh",cs
Adversarial Training for Large Neural Language Models,cs
"A Bayesian Mixture Model for Changepoint Estimation Using Ordinal
  Predictors",stat
Unsupervised Domain Adaptation using Graph Transduction Games,cs
"On the Current State of Research in Explaining Ensemble Performance
  Using Margins",stat
"Nonparametric instrumental variable regression and quantile regression
  with full independence",stat
"Nonparametric Estimation of Heterogeneous Treatment Effects: From Theory
  to Learning Algorithms",stat
"Public Perception of the German COVID-19 Contact-Tracing App
  Corona-Warn-App",cs
Co-clustering of time-dependent data via Shape Invariant Model,stat
"UNBLOCK: Low Complexity Transient Blockage Recovery for Mobile mm-Wave
  Devices",cs
"Improving performances of MCMC for Nearest Neighbor Gaussian Process
  models with full data augmentation",stat
SparseFool: a few pixels make a big difference,cs
A New Cyber-Secure Countermeasure for LTI systems under DoS attacks,cs
"An Alternative Data-Driven Prediction Approach Based on Real Option
  Theories",stat
"A distribution-free smoothed combination method of biomarkers to improve
  diagnostic accuracy in multi-category classification",stat
"Efficient nonparametric causal inference with missing exposure
  information",stat
"Librispeech Transducer Model with Internal Language Model Prior
  Correction",cs
Estimating the number of communities in networks by spectral methods,stat
"MapReduce Meets Fine-Grained Complexity: MapReduce Algorithms for APSP,
  Matrix Multiplication, 3-SUM, and Beyond",cs
"Evaluation of extremal properties of GARCH(p,q) processes",stat
"Uncovering life-course patterns with causal discovery and survival
  analysis",stat
I2PA : An Efficient ABC for IoT,cs
"A Simple and Efficient Multi-Task Learning Approach for Conditioned
  Dialogue Generation",cs
"A decision-support method for information inconsistency resolution in
  direct modeling of CAD models",cs
"Control of the Final-Phase of Closed-Loop Visual Grasping using
  Image-Based Visual Servoing",cs
"A multi-surrogate higher-order singular value decomposition tensor
  emulator for spatio-temporal simulators",stat
"Asian Handicap football betting with Rating-based Hybrid Bayesian
  Networks",stat
"Knowledge Distillation for Multilingual Unsupervised Neural Machine
  Translation",cs
On Heavy-user Bias in A/B Testing,stat
Private Inner Product Retrieval for Distributed Machine Learning,cs
"The e-value: A Fully Bayesian Significance Measure for Precise
  Statistical Hypotheses and its Research Program",stat
"Relaxing the I.I.D. Assumption: Adaptively Minimax Optimal Regret via
  Root-Entropic Regularization",stat
Formation Control for UAVs Using a Flux Guided Approach,cs
Eat4Thought: A Design of Food Journaling,cs
"Bayesian inference of Stochastic reaction networks using Multifidelity
  Sequential Tempered Markov Chain Monte Carlo",stat
"LiPo-LCD: Combining Lines and Points for Appearance-based Loop Closure
  Detection",cs
The False Positive Control Lasso,stat
"AutoShuffleNet: Learning Permutation Matrices via an Exact Lipschitz
  Continuous Penalty in Deep Convolutional Neural Networks",cs
A Neural Temporal Model for Human Motion Prediction,cs
"Approximate spectral clustering using both reference vectors and
  topology of the network generated by growing neural gas",cs
"Joint Latent Class Trees: A Tree-Based Approach to Modeling
  Time-to-event and Longitudinal Data",stat
"Estimating the Number of Fatal Victims of the Peruvian Internal Armed
  Conflict, 1980-2000: an application of modern multi-list Capture-Recapture
  techniques",stat
"Jupyter notebooks as discovery mechanisms for open science: Citation
  practices in the astronomy community",cs
"Schematic Memory Persistence and Transience for Efficient and Robust
  Continual Learning",cs
"Evaluation of a meta-analysis of air quality and heart attacks, a case
  study",stat
"Independent Innovation Analysis for Nonlinear Vector Autoregressive
  Process",stat
"A Framework for Sample Efficient Interval Estimation with Control
  Variates",stat
"Modeling and Mitigating Errors in Belief Propagation for Distributed
  Detection",cs
"Day of the week submission effect for accepted papers in Physica A, PLOS
  ONE, Nature and Cell",cs
"Optimal experimental design via Bayesian optimization: active causal
  structure learning for Gaussian process networks",stat
"Learning to Predict Ego-Vehicle Poses for Sampling-Based Nonholonomic
  Motion Planning",cs
Residual Entropy,stat
Reservoir Computing meets Recurrent Kernels and Structured Transforms,stat
"Identification of Model Uncertainty via Optimal Design of Experiments
  Applied to a Mechanical Press",stat
Automatic structured variational inference,stat
"Inner-product Kernels are Asymptotically Equivalent to Binary Discrete
  Kernels",stat
"The Penetration of Internet of Things in Robotics: Towards a Web of
  Robotic Things",cs
Stochastic modeling and estimation of COVID-19 population dynamics,stat
Mutant Density: A Measure of Fault-Sensitive Complexity,cs
The Dual Polynomial of Bipartite Perfect Matching,cs
Parsimonious Mixtures of Matrix Variate Bilinear Factor Analyzers,stat
"Building Representative Corpora from Illiterate Communities: A Review of
  Challenges and Mitigation Strategies for Developing Countries",cs
Motion Prediction in Visual Object Tracking,cs
"A likelihood-based approach for multivariate categorical response
  regression in high dimensions",stat
Nonparametric Functional Approximation with Delaunay Triangulation,stat
"Signal-Dependent Performance Analysis of Orthogonal Matching Pursuit for
  Exact Sparse Recovery",cs
Evaluating Attribution Methods using White-Box LSTMs,cs
InverseForm: A Loss Function for Structured Boundary-Aware Segmentation,cs
Influence Estimation for Generative Adversarial Networks,stat
"SetRank: A Setwise Bayesian Approach for Collaborative Ranking from
  Implicit Feedback",cs
"Wide Neural Networks of Any Depth Evolve as Linear Models Under Gradient
  Descent",stat
Waste-free Sequential Monte Carlo,stat
"Accuracy of neural networks for the simulation of chaotic dynamics:
  precision of training data vs precision of the algorithm",cs
"A Bayesian - Deep Learning model for estimating Covid-19 evolution in
  Spain",stat
Hypothesis Test for Bounds on the Size of Random Defective Set,cs
Causal Geometry,cs
Variational Bayesian Optimal Experimental Design,stat
"DeepRank: A New Deep Architecture for Relevance Ranking in Information
  Retrieval",cs
"SCAU: Modeling spectral causality for multivariate time series with
  applications to electroencephalograms",stat
"Scalable GWR: A linear-time algorithm for large-scale geographically
  weighted regression with polynomial kernels",stat
"Accurate Localization in Wireless Sensor Networks in the Presence of
  Cross Technology Interference",cs
Graph embeddings for Abusive Language Detection,cs
"Analysis of Regression Discontinuity Designs with Multiple Cutoffs or
  Multiple Scores",stat
Computational Optimal Transport,stat
Towards Optimal Transport with Global Invariances,stat
Search-based Planning for Active Sensing in Goal-Directed Coverage Tasks,cs
Generating Multiple Objects at Spatially Distinct Locations,cs
Generating and Sampling Orbits for Lifted Probabilistic Inference,cs
Reproducible Execution of POSIX Programs with DiOS,cs
"A modified risk detection approach of biomarkers by frailty effect on
  multiple time to event data",stat
"Semantic Regularization: Improve Few-shot Image Classification by
  Reducing Meta Shift",cs
"Targeted Maximum Likelihood Estimation of Community-based Causal Effect
  of Community-Level Stochastic Interventions",stat
Baseline Pruning-Based Approach to Trojan Detection in Neural Networks,cs
"Bayesian Group Selection in Logistic Regression with Application to MRI
  Data Analysis",stat
"MissDeepCausal: Causal Inference from Incomplete Data Using Deep Latent
  Variable Models",stat
"The Collection Virtual Machine: An Abstraction for Multi-Frontend
  Multi-Backend Data Analysis",cs
Fast Multivariate Log-Concave Density Estimation,stat
FlashProfile: A Framework for Synthesizing Data Profiles,cs
"Tensor completion using enhanced multiple modes low-rank prior and total
  variation",cs
"Overview of Tasks and Investigation of Subjective Evaluation Methods in
  Environmental Sound Synthesis and Conversion",cs
"Machine learning for causal inference: on the use of cross-fit
  estimators",stat
"Fast Gaussian Process Based Gradient Matching for Parameter
  Identification in Systems of Nonlinear ODEs",stat
On the smoothness of nonlinear system identification,cs
Statistical Assessment of Replicability via Bayesian Model Criticism,stat
"You Shall Know a User by the Company It Keeps: Dynamic Representations
  for Social Media Users in NLP",cs
Dynamic Window-level Granger Causality of Multi-channel Time Series,stat
Robust Algorithms for TSP and Steiner Tree,cs
"Learning from Interventions using Hierarchical Policies for Safe
  Learning",cs
Eco-Mobility-on-Demand Fleet Control with Ride-Sharing,stat
"Extracting Seasonal Gradual Patterns from Temporal Sequence Data Using
  Periodic Patterns Mining",cs
Informed Pooled Testing with Quantitative Assays,stat
A Survey of Software Code Review Practices in Brazil,cs
"Dynamic mode decomposition in vector-valued reproducing kernel Hilbert
  spaces for extracting dynamical structure among observables",stat
Layered Sampling for Robust Optimization Problems,cs
"Low-power Programmable Processor for Fast Fourier Transform Based on
  Transport Triggered Architecture",cs
Longitudinal Variational Autoencoder,stat
"On the Detection of Mutual Influences and Their Consideration in
  Reinforcement Learning Processes",cs
A Comprehensive Study on Deep Learning Bug Characteristics,cs
Sharp convergence rates for Langevin dynamics in the nonconvex setting,stat
Leveraging Multi-Method Evaluation for Multi-Stakeholder Settings,cs
"Transport map accelerated adaptive importance sampling, and application
  to inverse problems arising from multiscale stochastic reaction networks",stat
"Assessing the Readability of Policy Documents on the Digital Single
  Market of the European Union",cs
Probabilistic Formulation of the Take The Best Heuristic,stat
A Structured Learning Approach to Temporal Relation Extraction,cs
BRISC-V: An Open-Source Architecture Design Space Exploration Toolbox,cs
"Estimation and false discovery control for the analysis of environmental
  mixtures",stat
Learning with CVaR-based feedback under potentially heavy tails,stat
"Bayesian deep learning with hierarchical prior: Predictions from limited
  and noisy data",stat
"Efficient and Robust Propensity-Score-Based Methods for Population
  Inference using Epidemiologic Cohorts",stat
Convergence diagnostics for Markov chain Monte Carlo,stat
"sBSNN: Stochastic-Bits Enabled Binary Spiking Neural Network with
  On-Chip Learning for Energy Efficient Neuromorphic Computing at the Edge",cs
"Efficient Domain Generalization via Common-Specific Low-Rank
  Decomposition",cs
"Closed-Form Analysis of Non-Linear Age-of-Information in Status Updates
  with an Energy Harvesting Transmitter",cs
"Health and Demographic Surveillance Systems and the 2030 Agenda:
  Sustainable Development Goals",stat
"Combining Observational and Experimental Datasets Using Shrinkage
  Estimators",stat
Monetizing Edge Service in Mobile Internet Ecosystem,cs
"Self-Paced Video Data Augmentation with Dynamic Images Generated by
  Generative Adversarial Networks",cs
Sparse and Smooth Signal Estimation: Convexification of L0 Formulations,stat
Modeling Global Body Configurations in American Sign Language,cs
Positive-Unlabeled Compression on the Cloud,cs
Harmonization and the Worst Scanner Syndrome,cs
Operating Room (Re)Scheduling with Bed Management via ASP,cs
"PersLay: A Neural Network Layer for Persistence Diagrams and New Graph
  Topological Signatures",stat
Serverless Predictions: 2021-2030,cs
Temporal Graph Kernels for Classifying Dissemination Processes,cs
Learning to Learn in Simulation,cs
"Information Plane Analysis of Deep Neural Networks via Matrix-Based
  Renyi's Entropy and Tensor Kernels",stat
FeatMatch: Feature-Based Augmentation for Semi-Supervised Learning,cs
Data Mapping and Finite Difference Learning,cs
"Technical Report on Optimal Link Scheduling in Millimeter Wave Multi-hop
  Networks with Space Division Multiple Access and Multiplexing",cs
XGBoostLSS -- An extension of XGBoost to probabilistic forecasting,stat
Multimodal Continuous Visual Attention Mechanisms,cs
"MDLdroid: a ChainSGD-reduce Approach to Mobile Deep Learning for
  Personal Mobile Sensing",cs
Interpretable random forest models through forward variable selection,stat
"Quantitative Verification of Masked Arithmetic Programs against
  Side-Channel Attacks",cs
"Ubicomp Digital 2020 -- Handwriting classification using a convolutional
  recurrent network",cs
"COVID-19: Optimal Allocation of Ventilator Supply under Uncertainty and
  Risk",stat
"A parameter-free population-dynamical approach to health workforce
  supply forecasting of EU countries",stat
"Moving Down the Long Tail of Word Sense Disambiguation with
  Gloss-Informed Biencoders",cs
Automatic Section Recognition in Obituaries,cs
On a Metropolis-Hastings importance sampling estimator,stat
"Using social contact data to improve the overall effect estimate of a
  cluster-randomized influenza vaccination program in Senegal",stat
Pea-KD: Parameter-efficient and Accurate Knowledge Distillation on BERT,cs
Strongly Budget Balanced Auctions for Multi-Sided Markets,cs
FedGAN: Federated Generative Adversarial Networks for Distributed Data,cs
AMP: Authentication of Media via Provenance,cs
Neural Architecture Search for Deep Face Recognition,cs
Non-Uniform Sampling of Fixed Margin Binary Matrices,stat
Network Group Hawkes Process Model,stat
"Consistency of Extreme Learning Machines and Regression under
  Non-Stationary Dependence for ML-Enhanced Moving Objects",stat
Fairness in Machine Learning with Tractable Models,cs
"Continuous Release of Data Streams under both Centralized and Local
  Differential Privacy",cs
Modelling arterial travel time distribution using copulas,stat
"Altruist: Argumentative Explanations through Local Interpretations of
  Predictive Models",cs
Local Label Propagation for Large-Scale Semi-Supervised Learning,cs
"An efficient and robust approach to Mendelian randomization with
  measured pleiotropic effects in a high-dimensional setting",stat
Sparse Regression: Scalable algorithms and empirical performance,stat
"The k-interchange-constrained diameter of a transit network: A
  connectedness indicator that accounts for travel convenience",cs
"On the Connection Between Adversarial Robustness and Saliency Map
  Interpretability",stat
Domain Confusion with Self Ensembling for Unsupervised Adaptation,cs
"Bracketing in the Comparative Interrupted Time-Series Design to Address
  Concerns about History Interacting with Group: Evaluating Missouri Handgun
  Purchaser Law",stat
An Exploration of the Heterogeneous Unsourced MAC,cs
"End-to-End Multi-View Fusion for 3D Object Detection in LiDAR Point
  Clouds",cs
"A meta-algorithm for classification using random recursive tree
  ensembles: A high energy physics application",stat
Recovery of Structured Signals From Corrupted Non-Linear Measurements,cs
On Approximate Nonlinear Gaussian Message Passing On Factor Graphs,stat
Projected Estimation for Large-dimensional Matrix Factor Models,stat
Touch-based Curiosity for Sparse-Reward Tasks,cs
Sparse Tensor Additive Regression,stat
On-The-Fly Information Retrieval Augmentation for Language Models,cs
"Acoustic word embeddings for zero-resource languages using
  self-supervised contrastive learning and multilingual adaptation",cs
Towards Readability Aspects of Probabilistic Mode Automata,cs
Expected Size of Random Tukey Layers and Convex Layers,cs
"Causal Mediation Analysis for Longitudinal Mediators and Survival
  Outcomes",stat
"A Document-grounded Matching Network for Response Selection in
  Retrieval-based Chatbots",cs
What's Decidable About Program Verification Modulo Axioms?,cs
"A simulation comparison of tournament designs for the World Men's
  Handball Championships",stat
"A Koopman framework for rare event simulation in stochastic differential
  equations",stat
Optimal Best-arm Identification in Linear Bandits,stat
"Exploiting Low Rank Covariance Structures for Computing High-Dimensional
  Normal and Student-$t$ Probabilities",stat
RENT -- Repeated Elastic Net Technique for Feature Selection,cs
Predictive analytics using Social Big Data and machine learning,cs
Adjusting for Spatial Effects in Genomic Prediction,stat
Fault-Tolerant Routing in Hypercube Networks by Avoiding Faulty Nodes,cs
"Nonmonotonic Inferences with Qualitative Conditionals based on Preferred
  Structures on Worlds",cs
"Bipartite Interference and Air Pollution Transport: Estimating Health
  Effects of Power Plant Interventions",stat
"Robust Odometry and Mapping for Multi-LiDAR Systems with Online
  Extrinsic Calibration",cs
Deductron -- A Recurrent Neural Network,stat
Environmental contours as Voronoi cells,stat
"A Markerless Deep Learning-based 6 Degrees of Freedom PoseEstimation for
  with Mobile Robots using RGB Data",cs
"Enhancing the Transferability of Adversarial Attacks through Variance
  Tuning",cs
Lifespan Age Transformation Synthesis,cs
"Variable selection and estimation for the additive hazards model subject
  to left-truncation, right-censoring and measurement error in covariates",stat
Partisan Lean of States: Electoral College and Popular Vote,stat
Offline Contextual Bandits with Overparameterized Models,cs
Testing One Hypothesis Multiple Times: The Multidimensional Case,stat
A decoding algorithm for 2D convolutional codes over the erasure channel,cs
Zero Shot Learning with the Isoperimetric Loss,cs
"Centralizing-Unitizing Standardized High-Dimensional Directional
  Statistics and Its Applications in Finance",stat
A Decentralized Approach to Bayesian Learning,stat
"Differentiation of Sliding Rescaled Ranges: New Approach to Encrypted
  and VPN Traffic Detection",cs
I Want to Tell You? Maximizing Revenue in First-Price Two-Stage Auctions,cs
Robust Market Equilibria with Uncertain Preferences,cs
"Improving Deep Hyperspectral Image Classification Performance with
  Spectral Unmixing",cs
"Words Avoiding Reversed Factors, Revisited",cs
"Performance and Complexity of the Sequential Successive Cancellation
  Decoding Algorithm",cs
"Anomaly Detection in Stationary Settings: A Permutation-Based Higher
  Criticism Approach",stat
Minimal Overhead ARQ Sharing Strategies for URLLC in Multi-Hop Networks,cs
Robust estimation via generalized quasi-gradients,stat
SGD: General Analysis and Improved Rates,cs
"Impact of Sound Duration and Inactive Frames on Sound Event Detection
  Performance",cs
Jackknife Empirical Likelihood Approach for K-sample Tests,stat
"Yield forecasting with machine learning and small data: what gains for
  grains?",stat
"BioALBERT: A Simple and Effective Pre-trained Language Model for
  Biomedical Named Entity Recognition",cs
Property Testing of LP-Type Problems,cs
"Learning Latent and Hierarchical Structures in Cognitive Diagnosis
  Models",stat
Empirical Bayes Matrix Factorization,stat
Analyzing Flight Delay Prediction Under Concept Drift,cs
"Linking open-source code commits and MOOC grades to evaluate massive
  online open peer review",cs
"Accelerating Channel Estimation and Demodulation of Uplink OFDM symbols
  for Large Scale Antenna Systems using GPU",cs
Non-reversible Markov chain Monte Carlo for sampling of districting maps,stat
Learning active learning at the crossroads? evaluation and discussion,cs
"Technical Background for ""A Precision Medicine Approach to Develop and
  Internally Validate Optimal Exercise and Weight Loss Treatments for
  Overweight and Obese Adults with Knee Osteoarthritis""",stat
"Real-time Joint Motion Analysis and Instrument Tracking for
  Robot-Assisted Orthopaedic Surgery",cs
"The Hyv\""arinen scoring rule in Gaussian linear time series models",stat
"Risk Prediction of Peer-to-Peer Lending Market by a LSTM Model with
  Macroeconomic Factor",cs
"Assessing method agreement for paired repeated binary measurements
  administered by multiple raters",stat
"Uncovering the Limits of Adversarial Training against Norm-Bounded
  Adversarial Examples",stat
"Hybrid Dynamic-static Context-aware Attention Network for Action
  Assessment in Long Videos",cs
"Reparameterization Gradients through Acceptance-Rejection Sampling
  Algorithms",stat
Continuous normalizing flows on manifolds,stat
"Recycled ADMM: Improving the Privacy and Accuracy of Distributed
  Algorithms",cs
"A New Design of Cache-aided Multiuser Private Information Retrieval with
  Uncoded Prefetching",cs
Kernel Thinning,stat
Semi-supervised Anomaly Detection on Attributed Graphs,stat
BOCK : Bayesian Optimization with Cylindrical Kernels,stat
Source Generator Attribution via Inversion,cs
"Continuous Assortment Optimization with Logit Choice Probabilities under
  Incomplete Information",stat
Optimal Strategies in Weighted Limit Games,cs
Formalizing Traffic Rules for Machine Interpretability,cs
"Strong structure recovery for partially observed discrete Markov random
  fields on graphs",stat
"A Linear Time Algorithm for Finding Minimum Spanning Tree Replacement
  Edges",cs
"Computationally Efficient Estimation of the Spectral Gap of a Markov
  Chain",stat
API Misuse Correction: A Statistical Approach,cs
"Effect of Load Path on Parameter Identification for Plasticity Models
  using Bayesian Methods",cs
"Intentional Control of Type I Error over Unconscious Data Distortion: a
  Neyman-Pearson Approach to Text Classification",stat
"Estimation and Inference for the Mediation Effect in a Time-varying
  Mediation Model",stat
Domain Generalization via Multidomain Discriminant Analysis,stat
"CreativeBioMan: Brain and Body Wearable Computing based Creative Gaming
  System",cs
Inter-domain Deep Gaussian Processes,stat
"Functional principal component analysis for global sensitivity analysis
  of model with spatial output",stat
FedBE: Making Bayesian Model Ensemble Applicable to Federated Learning,cs
MPC-based Controller with Terrain Insight for Dynamic Legged Locomotion,cs
"Improved Planetary Rover Inertial Navigation and Wheel Odometry
  Performance through Periodic Use of Zero-Type Constraints",cs
"Flexible nonstationary spatio-temporal modeling of high-frequency
  monitoring data",stat
"A multi-resolution approximation via linear projection for large spatial
  datasets",stat
"Facilitating Rapid Prototyping in the OODIDA Data Analytics Platform via
  Active-Code Replacement",cs
Out-of-Distribution Generalization with Maximal Invariant Predictor,stat
A Critical Assessment of Some Recent Work on COVID-19,stat
Multi-Fidelity Reinforcement Learning with Gaussian Processes,cs
"Surrogate-assisted reliability-based design optimization: a survey and a
  new general framework",stat
"A Change-Point Based Control Chart for Detecting Sparse Changes in
  High-Dimensional Heteroscedastic Data",stat
Generating Random Samples from Non-Identical Truncated Order Statistics,stat
Learning to Blindly Assess Image Quality in the Laboratory and Wild,cs
Machine learning for total cloud cover prediction,stat
A Survey on Human Machine Interaction in Industry 4.0,cs
"A mathematical framework for raw counts of single-cell RNA-seq data
  analysis",stat
"Limitations of Greed: Influence Maximization in Undirected Networks
  Re-visited",cs
Bayesian sequential data assimilation for COVID-19 forecasting,stat
